doc_id,paragraph_id,sentence_id,sentence,token_id,token,lemma,upos,xpos,feats,head_token_id,dep_rel,deps,misc
doc367,1,1,sq,1,sq,sq,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc373,1,1,luxurious,1,luxurious,luxurious,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc374,1,1,flat,1,flat,flat,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc376,1,1,gated,1,gated,gate,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc408,1,1,private,1,private,private,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc418,1,1,availble,1,availble,availble,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc421,1,1,classic,1,classic,classic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc425,1,1,partial,1,partial,partial,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc435,1,1,fabulous,1,fabulous,fabulous,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc509,1,1,comfortable,1,comfortable,comfortable,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc538,1,1,hot,1,hot,hot,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc549,1,1,cute,1,cute,cute,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc558,1,1,easy,1,easy,easy,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc566,1,1,2nd,1,2nd,2nd,ADJ,JJ,Degree=Pos|NumType=Ord,0,root,NA,SpacesAfter=\n
doc567,1,1,3rd,1,3rd,3rd,ADJ,JJ,Degree=Pos|NumType=Ord,0,root,NA,SpacesAfter=\n
doc574,1,1,lucky,1,lucky,lucky,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc575,1,1,late,1,late,late,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc586,1,1,direct,1,direct,direct,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc588,1,1,negotiable,1,negotiable,negotiable,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc589,1,1,square,1,square,square,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc600,1,1,rear,1,rear,rear,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc605,1,1,awesome,1,awesome,awesome,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc637,1,1,grand,1,grand,grand,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc665,1,1,spectacular,1,spectacular,spectacular,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc695,1,1,deep,1,deep,deep,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc697,1,1,limited,1,limited,limit,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc704,1,1,sick,1,sick,sick,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc748,1,1,edwardian,1,edwardian,edwardian,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc752,1,1,irresistible,1,irresistible,irresistible,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc774,1,1,broad,1,broad,broad,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc791,1,1,pacific,1,pacific,pacific,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc801,1,1,spanish,1,spanish,spanish,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc803,1,1,fancy,1,fancy,fancy,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc804,1,1,iron,1,iron,iron,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc815,1,1,warm,1,warm,warm,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc821,1,1,affordable,1,affordable,affordable,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc832,1,1,cheerful,1,cheerful,cheerful,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc848,1,1,wonderful,1,wonderful,wonderful,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc851,1,1,digital,1,digital,digital,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc861,1,1,victortian,1,victortian,victortian,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc862,1,1,prestigious,1,prestigious,prestigious,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc864,1,1,palladian,1,palladian,palladian,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc887,1,1,excellent,1,excellent,excellent,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc898,1,1,dramatic,1,dramatic,dramatic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc899,1,1,historic,1,historic,historic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc903,1,1,immaculate,1,immaculate,immaculate,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc932,1,1,converted,1,converted,convert,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc934,1,1,secluded,1,secluded,seclude,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc941,1,1,memorial,1,memorial,memorial,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc952,1,1,elegant,1,elegant,elegant,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc954,1,1,monthly,1,monthly,monthly,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc956,1,1,magnificent,1,magnificent,magnificent,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc964,1,1,victroian,1,victroian,victroian,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc966,1,1,unique,1,unique,unique,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc992,1,1,main,1,main,main,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc995,1,1,faboulous,1,faboulous,faboulous,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1000,1,1,short,1,short,short,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1013,1,1,fresh,1,fresh,fresh,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1049,1,1,largest,1,largest,largest,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc1056,1,1,mobile,1,mobile,mobile,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1079,1,1,total,1,total,total,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1083,1,1,efficient,1,efficient,efficient,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1089,1,1,sqt,1,sqt,sqt,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc1095,1,1,cal,1,cal,cal,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1100,1,1,georgous,1,georgous,georgous,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1122,1,1,sharp,1,sharp,sharp,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1139,1,1,marble,1,marble,marble,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1164,1,1,californian,1,californian,californian,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1167,1,1,ultimate,1,ultimate,ultimate,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1169,1,1,extra,1,extra,extra,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1173,1,1,extensive,1,extensive,extensive,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1177,1,1,rare,1,rare,rare,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1192,1,1,complete,1,complete,complete,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1210,1,1,tropical,1,tropical,tropical,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1211,1,1,attic,1,attic,attic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1219,1,1,cool,1,cool,cool,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1224,1,1,inclusive,1,inclusive,inclusive,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1235,1,1,adorable,1,adorable,adorable,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1237,1,1,closest,1,closest,closest,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc1242,1,1,exceptional,1,exceptional,exceptional,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1248,1,1,finest,1,finest,finest,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc1254,1,1,historical,1,historical,historical,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1276,1,1,appeal,1,appeal,appeal,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1294,1,1,happy,1,happy,happy,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1302,1,1,tired,1,tired,tired,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1304,1,1,welcoming,1,welcoming,welcome,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1306,1,1,incredible,1,incredible,incredible,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1316,1,1,sensational,1,sensational,sensational,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1320,1,1,priced,1,priced,price,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1324,1,1,victorial,1,victorial,victorial,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1349,1,1,exquisite,1,exquisite,exquisite,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1358,1,1,professional,1,professional,professional,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1368,1,1,mediterranean,1,mediterranean,mediterranean,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1387,1,1,southern,1,southern,southern,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1389,1,1,unrestricted,1,unrestricted,unrestricted,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1411,1,1,outstanding,1,outstanding,outstanding,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1426,1,1,lushious,1,lushious,lushious,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1430,1,1,contemporary,1,contemporary,contemporary,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1435,1,1,mod,1,mod,mod,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1441,1,1,distinctive,1,distinctive,distinctive,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1450,1,1,junior,1,junior,junior,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1456,1,1,generous,1,generous,generous,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1466,1,1,formal,1,formal,formal,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1479,1,1,separate,1,separate,separate,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1494,1,1,adjacent,1,adjacent,adjacent,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1496,1,1,entertained,1,entertained,entertaine,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1500,1,1,stainless,1,stainless,stainless,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc1501,1,1,eduardian,1,eduardian,eduardian,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1502,1,1,middle,1,middle,middle,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1504,1,1,true,1,true,true,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1515,1,1,interior,1,interior,interior,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1516,1,1,outdoor,1,outdoor,outdoor,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1517,1,1,unbeatable,1,unbeatable,unbeatable,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1543,1,1,western,1,western,western,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1551,1,1,green,1,green,green,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1553,1,1,enormous,1,enormous,enormous,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1562,1,1,complimentary,1,complimentary,complimentary,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1564,1,1,financial,1,financial,financial,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1570,1,1,seperate,1,seperate,separate,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1573,1,1,iconic,1,iconic,iconic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1574,1,1,architectural,1,architectural,architectural,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1585,1,1,golden,1,golden,golden,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1593,1,1,certified,1,certified,certify,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1595,1,1,sunniest,1,sunniest,sunniest,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc1596,1,1,regular,1,regular,regular,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1608,1,1,urban,1,urban,urban,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1610,1,1,corporate,1,corporate,corporate,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1620,1,1,progressive,1,progressive,progressive,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1624,1,1,fredrick,1,fredrick,fredrick,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1627,1,1,charm.terrific,1,charm.terrific,charm.terrific,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1629,1,1,terrific,1,terrific,terrific,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1642,1,1,residential,1,residential,residential,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1646,1,1,lighted,1,lighted,light,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1660,1,1,gracious,1,gracious,gracious,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1673,1,1,panoramic,1,panoramic,panoramic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1693,1,1,local,1,local,local,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1703,1,1,italian,1,italian,italian,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1719,1,1,prime,1,prime,prime,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1725,1,1,major,1,major,major,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1726,1,1,hard,1,hard,hard,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1729,1,1,pleasant,1,pleasant,pleasant,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1761,1,1,independent,1,independent,independent,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1763,1,1,key,1,key,key,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1769,1,1,navellier,1,navellier,navellier,ADJ,JJR,Degree=Cmp,0,root,NA,SpacesAfter=\n
doc1784,1,1,specious,1,specious,specious,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1786,1,1,fashioned,1,fashioned,fashio,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1791,1,1,oct,1,oct,oct,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc1820,1,1,quick,1,quick,quick,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1821,1,1,fast,1,fast,fast,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1822,1,1,1248libertyst,1,1248libertyst,1248libertyst,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc1824,1,1,natural,1,natural,natural,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1830,1,1,entire,1,entire,entire,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1888,1,1,rich,1,rich,rich,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1916,1,1,peaceful,1,peaceful,peaceful,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1920,1,1,sweet,1,sweet,sweet,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1950,1,1,gigantic,1,gigantic,gigantic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc1955,1,1,expansive,1,expansive,expansive,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2016,1,1,basic,1,basic,basic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2032,1,1,careful,1,careful,careful,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2066,1,1,sweeping,1,sweeping,sweep,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2074,1,1,7th,1,7th,7th,ADJ,JJ,Degree=Pos|NumType=Ord,0,root,NA,SpacesAfter=\n
doc2077,1,1,marvelous,1,marvelous,marvelous,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2117,1,1,massive,1,massive,massive,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2128,1,1,indoor,1,indoor,indoor,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2134,1,1,ceramic,1,ceramic,ceramic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2147,1,1,convient,1,convient,convient,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2153,1,1,upscale,1,upscale,upscale,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2157,1,1,spotless,1,spotless,spotless,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc2165,1,1,desirable,1,desirable,desirable,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2168,1,1,panaramic,1,panaramic,panaramic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2180,1,1,exective,1,exective,exective,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2184,1,1,senior,1,senior,senior,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2219,1,1,pleasing,1,pleasing,please,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2223,1,1,commercial,1,commercial,commercial,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2242,1,1,american,1,american,american,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2254,1,1,xst,1,xst,xst,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc2258,1,1,traditional,1,traditional,traditional,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2261,1,1,compact,1,compact,compact,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2270,1,1,august,1,august,august,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc2277,1,1,european,1,european,european,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2295,1,1,original,1,original,original,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2297,1,1,authentic,1,authentic,authentic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2317,1,1,unic,1,unic,unic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2318,1,1,white,1,white,white,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2327,1,1,delightful,1,delightful,delightful,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2329,1,1,exclusive,1,exclusive,exclusive,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2331,1,1,colonial,1,colonial,colonial,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2342,1,1,aѵailable,1,aѵailable,aѵailable,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2343,1,1,wireless,1,wireless,wireless,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2347,1,1,d'oro,1,d,would,ADJ,JJ,Degree=Pos,2,amod,NA,SpaceAfter=No
doc2348,1,1,brown,1,brown,brown,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2365,1,1,tuscan,1,tuscan,tuscan,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2375,1,1,oldtown,1,oldtown,oldtown,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2383,1,1,unfurnished,1,unfurnished,unfurnished,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2392,1,1,lease.clean,1,lease.clean,lease.clean,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2398,1,1,frst,1,frst,frst,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc2409,1,1,aval,1,aval,aval,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2416,1,1,georgeous,1,georgeous,georgeous,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2422,1,1,lowrental,1,lowrental,lowrental,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2434,1,1,funished,1,funished,funish,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2443,1,1,brigt,1,brigt,brigt,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc2542,1,1,upstair,1,upstair,upstair,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2555,1,1,dual,1,dual,dual,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2559,1,1,comtemporary,1,comtemporary,comtemporary,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2596,1,1,aquatic,1,aquatic,aquatic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2610,1,1,larger,1,larger,larger,ADJ,JJR,Degree=Cmp,0,root,NA,SpacesAfter=\n
doc2622,1,1,maximum,1,maximum,maximum,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2641,1,1,individual,1,individual,individual,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2655,1,1,crescent,1,crescent,crescent,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2658,1,1,georgious,1,georgious,georgious,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2672,1,1,solar,1,solar,solar,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2690,1,1,d’oro,1,d,would,ADJ,JJ,Degree=Pos,2,amod,NA,SpaceAfter=No
doc2704,1,1,cheaper,1,cheaper,cheaper,ADJ,JJR,Degree=Cmp,0,root,NA,SpacesAfter=\n
doc2710,1,1,french,1,french,french,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2719,1,1,rual,1,rual,rual,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2721,1,1,elementary,1,elementary,elementary,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2739,1,1,urgent,1,urgent,urgent,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2740,1,1,brittan,1,brittan,brittan,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2745,1,1,worth,1,worth,worth,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2762,1,1,immac.spacious,1,immac.spacious,immac.spacious,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2767,1,1,unmatched,1,unmatched,unmatched,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2782,1,1,masonic,1,masonic,masonic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2787,1,1,meridian,1,meridian,meridian,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2796,1,1,hidden,1,hidden,hidden,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2798,1,1,premier,1,premier,premier,ADJ,JJR,Degree=Cmp,0,root,NA,SpacesAfter=\n
doc2838,1,1,ectacular,1,ectacular,ectacular,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2866,1,1,temporary,1,temporary,temporary,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2890,1,1,majestic,1,majestic,majestic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2930,1,1,cheapest,1,cheapest,cheapest,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc2954,1,1,imperial,1,imperial,imperial,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2956,1,1,tiny,1,tiny,tiny,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2995,1,1,panaromic,1,panaromic,panaromic,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc2998,1,1,superb,1,superb,superb,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc3010,1,1,19th,1,19th,19th,ADJ,JJ,Degree=Pos|NumType=Ord,0,root,NA,SpacesAfter=\n
doc3019,1,1,functional,1,functional,functional,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc3020,1,1,appointed,1,appointed,appoint,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc3022,1,1,nicest,1,nicest,nicest,ADJ,JJS,Degree=Sup,0,root,NA,SpacesAfter=\n
doc3030,1,1,closed,1,closed,close,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc3032,1,1,extreme,1,extreme,extreme,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc3050,1,1,extraordiary,1,extraordiary,extraordiary,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc3059,1,1,virtual,1,virtual,virtual,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc3077,1,1,occasional,1,occasional,occasional,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
doc3081,1,1,amazing_belmont_home,1,amazing_belmont_home,amazing_belmont_home,ADJ,JJ,Degree=Pos,0,root,NA,SpacesAfter=\n
