country,date,manufacturing pmi,services pmi,consumer confidence,interest rates,cpi yoy,core cpi,unemployment rate,gdp yoy,ticker,open,high,low,close
japan,2021-04-01,53.60,49.50,34.70,-0.10%,-1.10%,-0.90%,2.80%,8.00%,usdjpy,110.75,110.86,107.47,109.27
japan,2021-05-01,53.00,46.50,34.10,-0.10%,-0.80%,-0.60%,3.00%,8.00%,usdjpy,109.26,110.21,108.33,109.54
japan,2021-06-01,52.40,48.00,37.40,-0.10%,-0.50%,-0.50%,2.90%,8.00%,usdjpy,109.57,111.12,109.18,111.10
japan,2021-07-01,53.00,47.40,37.50,-0.10%,-0.30%,-0.20%,2.80%,2.10%,usdjpy,111.11,111.67,109.07,109.70
japan,2021-08-01,52.70,42.90,36.70,-0.10%,-0.40%,0.00%,2.80%,2.10%,usdjpy,109.69,110.81,108.72,110.02
japan,2021-09-01,51.50,47.80,37.80,-0.10%,0.20%,0.10%,2.80%,2.10%,usdjpy,110.03,112.08,109.11,111.27
japan,2021-10-01,53.20,50.70,39.20,-0.10%,0.10%,-0.10%,2.70%,1.30%,usdjpy,111.28,114.71,110.82,114.00
japan,2021-11-01,54.50,53.00,39.20,-0.10%,0.60%,0.50%,2.80%,1.30%,usdjpy,113.97,115.53,112.53,113.13
japan,2021-12-01,54.30,52.10,39.10,-0.10%,0.80%,0.50%,2.70%,1.30%,usdjpy,113.18,115.21,112.56,115.08
japan,2022-01-01,55.40,47.60,36.70,-0.10%,0.50%,0.20%,2.80%,0.30%,usdjpy,115.10,116.36,113.47,115.10
japan,2022-02-01,52.70,44.20,35.30,-0.10%,0.90%,0.60%,2.70%,0.30%,usdjpy,115.13,116.35,114.15,114.99
japan,2022-03-01,54.10,49.40,32.80,-0.10%,1.20%,0.80%,2.60%,0.30%,usdjpy,115.00,125.11,114.64,121.66
japan,2022-04-01,53.50,50.70,33.00,-0.10%,2.50%,2.10%,2.50%,1.50%,usdjpy,121.67,131.26,121.67,129.83
japan,2022-05-01,53.30,52.60,34.10,-0.10%,2.50%,2.10%,2.60%,1.50%,usdjpy,129.77,131.36,126.36,128.68
japan,2022-06-01,52.70,54.00,32.10,-0.10%,2.40%,2.20%,2.60%,1.50%,usdjpy,128.65,137.01,128.63,135.73
japan,2022-07-01,52.10,50.30,30.20,-0.10%,2.60%,2.40%,2.60%,1.50%,usdjpy,135.73,139.40,132.51,133.19
japan,2022-08-01,51.50,49.50,32.50,-0.10%,3.00%,2.80%,2.50%,1.50%,usdjpy,133.23,139.08,130.40,138.96
japan,2022-09-01,50.80,52.20,30.80,-0.10%,3.00%,3.00%,2.60%,1.50%,usdjpy,138.97,145.91,138.92,144.75
japan,2022-10-01,50.70,53.20,29.90,-0.10%,3.70%,3.60%,2.60%,0.50%,usdjpy,144.61,151.96,143.52,148.71
japan,2022-11-01,49.00,50.30,28.60,-0.10%,3.80%,3.70%,2.50%,0.50%,usdjpy,148.71,148.83,137.49,138.03
japan,2022-12-01,48.90,50.30,30.30,-0.10%,4.00%,4.00%,2.50%,0.50%,usdjpy,138.07,138.18,130.57,131.11
japan,2023-01-01,48.90,52.30,31.00,-0.10%,4.30%,4.20%,2.40%,2.60%,usdjpy,131.13,134.79,127.22,130.09
japan,2023-02-01,47.70,54.00,31.10,-0.10%,3.30%,3.10%,2.60%,2.60%,usdjpy,130.09,136.95,128.08,136.20
japan,2023-03-01,49.20,55.00,33.90,-0.10%,3.20%,3.10%,2.80%,2.60%,usdjpy,136.22,137.92,129.65,132.79
japan,2023-04-01,49.50,55.40,35.40,-0.10%,3.50%,3.40%,2.60%,2.30%,usdjpy,132.99,136.57,130.63,136.28
japan,2023-05-01,50.60,55.90,36.00,-0.10%,3.20%,3.20%,2.60%,2.30%,usdjpy,136.29,140.95,133.50,139.34
japan,2023-06-01,49.80,54.00,36.20,-0.10%,3.30%,3.30%,2.50%,2.30%,usdjpy,139.35,145.08,138.46,144.32
japan,2023-07-01,49.60,53.80,37.10,-0.10%,3.30%,3.10%,2.70%,1.60%,usdjpy,144.37,144.96,137.24,142.28
japan,2023-08-01,49.60,54.30,36.20,-0.10%,3.20%,3.10%,2.70%,1.60%,usdjpy,142.30,147.38,141.52,145.53
japan,2023-09-01,48.50,53.80,35.20,-0.10%,3.00%,2.80%,2.60%,1.60%,usdjpy,145.54,149.74,144.44,149.35
japan,2023-10-01,48.70,51.60,35.70,-0.10%,3.30%,2.90%,2.50%,1.20%,usdjpy,149.48,151.76,147.38,151.67
japan,2023-11-01,48.30,50.80,36.10,-0.10%,2.80%,2.50%,2.50%,1.20%,usdjpy,151.71,151.95,146.66,148.19
japan,2023-12-01,47.90,51.50,37.20,-0.10%,2.60%,2.30%,2.40%,1.20%,usdjpy,148.21,148.35,140.25,141.06
new zealand,2020-01-01,47.90,59.00,104.20,1.00%,2.50%,2.50%,4.20%,0.70%,nzdusd,0.6738,0.6741,0.6453,0.6462
new zealand,2020-02-01,54.80,53.90,104.20,1.00%,2.50%,2.50%,4.20%,0.70%,nzdusd,0.6466,0.6504,0.6191,0.6251
new zealand,2020-03-01,38.90,38.30,104.20,1.00%,2.50%,2.50%,4.20%,0.70%,nzdusd,0.6240,0.6450,0.5470,0.5954
new zealand,2020-04-01,26.00,25.90,97.20,0.25%,1.50%,2.20%,4.00%,-9.80%,nzdusd,0.5958,0.6177,0.5842,0.6124
new zealand,2020-05-01,40.90,38.00,97.20,0.25%,1.50%,2.20%,4.00%,-9.80%,nzdusd,0.6126,0.6241,0.5920,0.6201
new zealand,2020-06-01,55.90,52.00,97.20,0.25%,1.50%,2.20%,4.00%,-9.80%,nzdusd,0.6202,0.6585,0.6181,0.6452
new zealand,2020-07-01,58.10,54.50,95.10,0.25%,1.40%,2.00%,5.30%,2.00%,nzdusd,0.6453,0.6717,0.6439,0.6632
new zealand,2020-08-01,50.60,46.10,95.10,0.25%,1.40%,2.00%,5.30%,2.00%,nzdusd,0.6628,0.6765,0.6489,0.6732
new zealand,2020-09-01,54.00,49.70,95.10,0.25%,1.40%,2.00%,5.30%,2.00%,nzdusd,0.6744,0.6799,0.6511,0.6610
new zealand,2020-10-01,52.00,50.40,106.00,0.25%,1.40%,2.10%,4.90%,1.40%,nzdusd,0.6609,0.6725,0.6546,0.6616
new zealand,2020-11-01,56.10,47.20,106.00,0.25%,1.40%,2.10%,4.90%,1.40%,nzdusd,0.6623,0.7052,0.6589,0.7021
new zealand,2020-12-01,48.60,49.30,106.00,0.25%,1.40%,2.10%,4.90%,1.40%,nzdusd,0.7019,0.7242,0.7002,0.7185
new zealand,2021-01-01,57.50,50.30,105.20,0.25%,1.50%,1.70%,4.70%,4.50%,nzdusd,0.7189,0.7316,0.7096,0.7190
new zealand,2021-02-01,54.10,50.60,105.20,0.25%,1.50%,1.70%,4.70%,4.50%,nzdusd,0.7180,0.7466,0.7135,0.7233
new zealand,2021-03-01,64.40,54.40,105.20,0.25%,1.50%,1.70%,4.70%,4.50%,nzdusd,0.7250,0.7308,0.6942,0.6983
new zealand,2021-04-01,58.10,60.60,107.10,0.25%,3.30%,2.90%,4.00%,17.70%,nzdusd,0.6985,0.7287,0.6945,0.7160
new zealand,2021-05-01,57.80,54.30,107.10,0.25%,3.30%,2.90%,4.00%,17.70%,nzdusd,0.7170,0.7317,0.7115,0.7268
new zealand,2021-06-01,60.00,54.90,107.10,0.25%,3.30%,2.90%,4.00%,17.70%,nzdusd,0.7272,0.7289,0.6923,0.6982
new zealand,2021-07-01,61.60,58.20,102.70,0.25%,4.90%,4.40%,3.40%,-0.80%,nzdusd,0.6991,0.7107,0.6876,0.6974
new zealand,2021-08-01,39.20,33.90,102.70,0.25%,4.90%,4.40%,3.40%,-0.80%,nzdusd,0.6984,0.7089,0.6805,0.7044
new zealand,2021-09-01,51.70,46.10,102.70,0.25%,4.90%,4.40%,3.40%,-0.80%,nzdusd,0.7045,0.7171,0.6859,0.6897
new zealand,2021-10-01,55.10,45.00,99.10,0.25%,5.90%,5.00%,3.20%,2.60%,nzdusd,0.6899,0.7219,0.6876,0.7164
new zealand,2021-11-01,52.20,48.30,99.10,0.50%,5.90%,5.00%,3.20%,2.60%,nzdusd,0.7160,0.7200,0.6772,0.6821
new zealand,2021-12-01,55.10,51.40,99.10,0.75%,5.90%,5.00%,3.20%,2.60%,nzdusd,0.6823,0.6869,0.6701,0.6824
new zealand,2022-01-01,51.90,46.90,92.10,0.75%,6.90%,6.00%,3.20%,0.60%,nzdusd,0.6826,0.6891,0.6529,0.6574
new zealand,2022-02-01,52.80,48.30,92.10,1.00%,6.90%,6.00%,3.20%,0.60%,nzdusd,0.6576,0.6811,0.6565,0.6759
new zealand,2022-03-01,54.70,51.50,92.10,1.00%,6.90%,6.00%,3.20%,0.60%,nzdusd,0.6762,0.6999,0.6728,0.6934
new zealand,2022-04-01,50.70,51.20,78.70,1.50%,7.30%,6.20%,3.30%,0.40%,nzdusd,0.6941,0.7035,0.6451,0.6456
new zealand,2022-05-01,52.40,53.40,78.70,2.00%,7.30%,6.20%,3.30%,0.40%,nzdusd,0.6471,0.6569,0.6215,0.6513
new zealand,2022-06-01,49.60,53.90,78.70,2.50%,7.30%,6.20%,3.30%,0.40%,nzdusd,0.6511,0.6577,0.6195,0.6241
new zealand,2022-07-01,52.60,54.70,87.60,3.00%,7.20%,6.70%,3.30%,6.40%,nzdusd,0.6238,0.6331,0.6060,0.6288
new zealand,2022-08-01,54.60,58.50,87.60,3.00%,7.20%,6.70%,3.30%,6.40%,nzdusd,0.6280,0.6471,0.6101,0.6119
new zealand,2022-09-01,51.40,55.20,87.60,3.50%,7.20%,6.70%,3.30%,6.40%,nzdusd,0.6120,0.6162,0.5565,0.5594
new zealand,2022-10-01,49.00,57.30,75.60,4.25%,7.20%,7.40%,3.40%,2.20%,nzdusd,0.5593,0.5874,0.5512,0.5813
new zealand,2022-11-01,47.50,53.60,75.60,4.25%,7.20%,7.40%,3.40%,2.20%,nzdusd,0.5817,0.6314,0.5739,0.6294
new zealand,2022-12-01,48.20,52.70,75.60,4.25%,7.20%,7.40%,3.40%,2.20%,nzdusd,0.6299,0.6515,0.6230,0.6348
new zealand,2023-01-01,51.10,54.30,77.70,4.75%,6.70%,7.30%,3.40%,2.00%,nzdusd,0.6350,0.6532,0.6191,0.6439
new zealand,2023-02-01,51.70,54.80,77.70,4.75%,6.70%,7.30%,3.40%,2.00%,nzdusd,0.6439,0.6539,0.6130,0.6182
new zealand,2023-03-01,48.20,53.40,77.70,5.25%,6.70%,7.30%,3.40%,2.00%,nzdusd,0.6180,0.6308,0.6084,0.6257
new zealand,2023-04-01,48.70,48.60,83.10,5.50%,6.00%,7.10%,3.60%,1.50%,nzdusd,0.6263,0.6379,0.6111,0.6183
new zealand,2023-05-01,48.63,52.50,83.10,5.50%,6.00%,7.10%,3.60%,1.50%,nzdusd,0.6192,0.6385,0.5985,0.6021
new zealand,2023-06-01,47.49,49.80,83.10,5.50%,6.00%,7.10%,3.60%,1.50%,nzdusd,0.6023,0.6249,0.5990,0.6124
new zealand,2023-07-01,46.65,48.40,80.20,5.50%,5.60%,5.80%,3.90%,-0.60%,nzdusd,0.6121,0.6413,0.6116,0.6208
new zealand,2023-08-01,45.95,47.70,80.20,5.50%,5.60%,5.80%,3.90%,-0.60%,nzdusd,0.6214,0.6220,0.5885,0.5964
new zealand,2023-09-01,45.25,50.80,80.20,5.50%,5.60%,5.80%,3.90%,-0.60%,nzdusd,0.5967,0.6051,0.5859,0.5995
new zealand,2023-10-01,42.76,49.10,88.90,5.50%,4.70%,4.40%,4.00%,-0.30%,nzdusd,0.6003,0.6057,0.5773,0.5825
new zealand,2023-11-01,46.59,51.10,88.90,5.50%,4.70%,4.40%,4.00%,-0.30%,nzdusd,0.5824,0.6209,0.5788,0.6153
new zealand,2023-12-01,43.58,48.90,88.90,5.50%,4.70%,4.40%,4.00%,-0.30%,nzdusd,0.6154,0.6370,0.6083,0.6323
switzerland,2020-01-01,48.00,57.29,-8.80,-0.75%,0.20%,0.20%,2.60%,0.40%,usdchf,0.9681,0.9768,0.9612,0.9630
switzerland,2020-02-01,49.20,52.28,-8.80,-0.75%,-0.10%,0.20%,2.50%,0.40%,usdchf,0.9645,0.9850,0.9609,0.9653
switzerland,2020-03-01,43.50,28.14,-8.80,-0.75%,-0.50%,-0.10%,2.90%,0.40%,usdchf,0.9663,0.9905,0.9192,0.9608
switzerland,2020-04-01,41.20,21.94,-39.00,-0.75%,-1.10%,-0.50%,3.30%,-7.00%,usdchf,0.9610,0.9804,0.9595,0.9652
switzerland,2020-05-01,42.50,36.82,-39.00,-0.75%,-1.30%,-0.60%,3.40%,-7.00%,usdchf,0.9657,0.9785,0.9588,0.9612
switzerland,2020-06-01,41.40,47.49,-39.00,-0.75%,-1.30%,-0.80%,3.20%,-7.00%,usdchf,0.9615,0.9651,0.9374,0.9471
switzerland,2020-07-01,49.60,51.04,-12.90,-0.75%,-0.90%,-0.40%,3.20%,-1.00%,usdchf,0.9473,0.9495,0.9056,0.9127
switzerland,2020-08-01,51.00,49.85,-12.90,-0.75%,-0.90%,-0.40%,3.30%,-1.00%,usdchf,0.9113,0.9241,0.8999,0.9035
switzerland,2020-09-01,52.80,53.26,-12.90,-0.75%,-0.80%,-0.30%,3.20%,-1.00%,usdchf,0.9036,0.9299,0.8998,0.9207
switzerland,2020-10-01,52.90,50.44,-13.10,-0.75%,-0.60%,-0.10%,3.20%,-0.90%,usdchf,0.9209,0.9219,0.9029,0.9167
switzerland,2020-11-01,54.50,48.88,-13.10,-0.75%,-0.70%,-0.20%,3.30%,-0.90%,usdchf,0.9157,0.9208,0.8981,0.9090
switzerland,2020-12-01,57.30,50.68,-13.10,-0.75%,-0.80%,-0.40%,3.50%,-0.90%,usdchf,0.9089,0.9096,0.8792,0.8851
switzerland,2021-01-01,59.40,50.79,-14.00,-0.75%,-0.50%,0.00%,3.70%,0.60%,usdchf,0.8820,0.8927,0.8756,0.8903
switzerland,2021-02-01,61.30,52.19,-14.00,-0.75%,-0.50%,-0.30%,3.60%,0.60%,usdchf,0.8903,0.9104,0.8870,0.9082
switzerland,2021-03-01,66.30,54.91,-14.00,-0.75%,-0.20%,-0.40%,3.40%,0.60%,usdchf,0.9097,0.9459,0.9071,0.9434
switzerland,2021-04-01,69.50,57.88,-6.40,-0.75%,0.30%,0.00%,3.30%,10.60%,usdchf,0.9435,0.9474,0.9079,0.9133
switzerland,2021-05-01,68.60,57.61,-6.40,-0.75%,0.60%,0.20%,3.10%,10.60%,usdchf,0.9129,0.9165,0.8930,0.8992
switzerland,2021-06-01,67.10,62.13,-6.40,-0.75%,0.60%,0.30%,2.80%,10.60%,usdchf,0.8990,0.9263,0.8925,0.9249
switzerland,2021-07-01,70.00,60.86,7.60,-0.75%,0.70%,0.20%,2.80%,5.50%,usdchf,0.9249,0.9276,0.9039,0.9054
switzerland,2021-08-01,67.00,60.23,7.60,-0.75%,0.90%,0.40%,2.70%,5.50%,usdchf,0.9063,0.9244,0.9018,0.9150
switzerland,2021-09-01,67.60,61.43,7.60,-0.75%,0.90%,0.50%,2.60%,5.50%,usdchf,0.9150,0.9370,0.9115,0.9315
switzerland,2021-10-01,65.70,59.59,3.50,-0.75%,1.20%,0.60%,2.50%,5.10%,usdchf,0.9319,0.9338,0.9102,0.9156
switzerland,2021-11-01,63.80,58.97,3.50,-0.75%,1.50%,0.70%,2.50%,5.10%,usdchf,0.9164,0.9375,0.9086,0.9186
switzerland,2021-12-01,64.20,61.15,3.50,-0.75%,1.50%,0.80%,2.60%,5.10%,usdchf,0.9189,0.9296,0.9102,0.9122
switzerland,2022-01-01,63.80,56.43,-3.70,-0.75%,1.60%,0.80%,2.60%,5.10%,usdchf,0.9115,0.9344,0.9092,0.9269
switzerland,2022-02-01,62.60,63.60,-3.70,-0.75%,2.20%,1.30%,2.50%,5.10%,usdchf,0.9272,0.9298,0.9150,0.9166
switzerland,2022-03-01,64.00,60.21,-3.70,-0.75%,2.40%,1.40%,2.40%,5.10%,usdchf,0.9167,0.9462,0.9150,0.9226
switzerland,2022-04-01,62.50,56.82,-27.50,-0.75%,2.50%,1.50%,2.30%,3.20%,usdchf,0.9229,0.9760,0.9219,0.9734
switzerland,2022-05-01,60.00,59.60,-27.50,-0.75%,2.90%,1.70%,2.10%,3.20%,usdchf,0.9708,1.0066,0.9545,0.9592
switzerland,2022-06-01,59.10,58.08,-27.50,-0.75%,3.40%,1.90%,2.00%,3.20%,usdchf,0.9595,1.0053,0.9495,0.9549
switzerland,2022-07-01,58.00,55.60,-41.70,-0.75%,3.40%,2.00%,2.00%,1.10%,usdchf,0.9553,0.9888,0.9501,0.9514
switzerland,2022-08-01,56.40,56.64,-41.70,-0.25%,3.50%,2.00%,2.00%,1.10%,usdchf,0.9520,0.9809,0.9370,0.9774
switzerland,2022-09-01,57.10,52.78,-41.70,-0.25%,3.30%,2.00%,1.90%,1.10%,usdchf,0.9776,0.9967,0.9478,0.9868
switzerland,2022-10-01,54.90,53.82,-46.60,-0.25%,3.00%,1.80%,1.90%,1.10%,usdchf,0.9874,1.0150,0.9780,1.0011
switzerland,2022-11-01,53.90,53.44,-46.60,0.50%,3.00%,1.90%,2.00%,1.10%,usdchf,1.0014,1.0149,0.9357,0.9457
switzerland,2022-12-01,54.10,49.47,-46.60,0.50%,2.80%,2.00%,2.10%,1.10%,usdchf,0.9459,0.9463,0.9200,0.9244
switzerland,2023-01-01,49.30,56.71,-35.50,0.50%,3.30%,2.20%,2.20%,1.60%,usdchf,0.9245,0.9409,0.9085,0.9161
switzerland,2023-02-01,48.90,55.26,-34.80,1.00%,3.40%,2.40%,2.10%,1.60%,usdchf,0.9165,0.9433,0.9060,0.9421
switzerland,2023-03-01,47.00,54.21,-37.70,1.00%,2.90%,2.20%,2.00%,1.60%,usdchf,0.9422,0.9442,0.9071,0.9148
switzerland,2023-04-01,45.30,52.23,-37.70,1.00%,2.60%,2.20%,2.00%,0.30%,usdchf,0.9148,0.9198,0.8852,0.8941
switzerland,2023-05-01,43.20,52.59,-39.70,1.50%,2.20%,1.90%,1.90%,0.30%,usdchf,0.8938,0.9150,0.8820,0.9105
switzerland,2023-06-01,44.90,49.57,-39.60,1.50%,1.70%,1.80%,1.90%,0.30%,usdchf,0.9110,0.9121,0.8901,0.8953
switzerland,2023-07-01,38.50,42.69,-37.20,1.50%,1.60%,1.70%,1.90%,0.40%,usdchf,0.8947,0.9006,0.8552,0.8718
switzerland,2023-08-01,39.90,50.30,-40.60,1.75%,1.60%,1.50%,2.00%,0.40%,usdchf,0.8719,0.8878,0.8690,0.8831
switzerland,2023-09-01,44.90,52.84,-50.80,1.75%,1.70%,1.30%,2.00%,0.40%,usdchf,0.8834,0.9226,0.8795,0.9149
switzerland,2023-10-01,40.60,52.17,-52.50,1.75%,1.70%,1.50%,2.00%,0.60%,usdchf,0.9147,0.9245,0.8888,0.9104
switzerland,2023-11-01,42.10,53.64,-48.00,1.75%,1.40%,1.40%,2.10%,0.60%,usdchf,0.9105,0.9114,0.8684,0.8751
switzerland,2023-12-01,43.00,56.92,-44.40,1.75%,1.70%,1.70%,2.30%,0.60%,usdchf,0.8752,0.8822,0.8332,0.8415
united kingdom,2020-01-01,50.00,53.90,-9.00,0.75%,1.80%,1.60%,4.00%,-1.70%,gbpusd,1.3261,1.3276,1.2953,1.3199
united kingdom,2020-02-01,51.70,53.20,-7.00,0.75%,1.70%,1.70%,4.10%,-1.70%,gbpusd,1.3217,1.3217,1.2725,1.2820
united kingdom,2020-03-01,47.80,34.50,-9.00,0.25%,1.50%,1.60%,4.10%,-1.70%,gbpusd,1.2800,1.3201,1.1409,1.2418
united kingdom,2020-04-01,32.60,13.40,-34.00,0.10%,0.80%,1.40%,4.20%,-21.90%,gbpusd,1.2429,1.2648,1.2164,1.2592
united kingdom,2020-05-01,40.70,29.00,-34.00,0.10%,0.50%,1.20%,4.20%,-21.90%,gbpusd,1.2599,1.2602,1.2075,1.2344
united kingdom,2020-06-01,50.10,47.10,-30.00,0.10%,0.60%,1.40%,4.20%,-21.90%,gbpusd,1.2339,1.2814,1.2251,1.2399
united kingdom,2020-07-01,53.30,56.50,-27.00,0.10%,1.00%,1.80%,4.40%,-9.50%,gbpusd,1.2401,1.3171,1.2358,1.3088
united kingdom,2020-08-01,55.20,58.80,-27.00,0.10%,0.20%,0.90%,4.70%,-9.50%,gbpusd,1.3082,1.3396,1.2981,1.3369
united kingdom,2020-09-01,54.10,56.10,-25.00,0.10%,0.50%,1.30%,5.00%,-9.50%,gbpusd,1.3367,1.3484,1.2674,1.2916
united kingdom,2020-10-01,53.70,51.40,-31.00,0.10%,0.70%,1.50%,5.20%,-8.30%,gbpusd,1.2919,1.3178,1.2818,1.2941
united kingdom,2020-11-01,55.60,47.60,-33.00,0.10%,0.30%,1.10%,5.20%,-8.30%,gbpusd,1.2946,1.3399,1.2853,1.3321
united kingdom,2020-12-01,57.50,49.40,-26.00,0.10%,0.60%,1.40%,5.30%,-8.30%,gbpusd,1.3325,1.3687,1.3134,1.3673
united kingdom,2021-01-01,54.10,39.50,-28.00,0.10%,0.70%,1.40%,5.30%,-6.70%,gbpusd,1.3672,1.3761,1.3451,1.3702
united kingdom,2021-02-01,55.10,49.50,-23.00,0.10%,0.40%,0.90%,5.20%,-6.70%,gbpusd,1.3713,1.4237,1.3566,1.3932
united kingdom,2021-03-01,58.90,56.30,-16.00,0.10%,0.70%,1.10%,5.10%,-6.70%,gbpusd,1.3939,1.4017,1.3670,1.3779
united kingdom,2021-04-01,60.90,61.00,-15.00,0.10%,1.50%,1.30%,5.00%,25.70%,gbpusd,1.3781,1.4010,1.3669,1.3814
united kingdom,2021-05-01,65.60,62.90,-9.00,0.10%,2.10%,2.00%,5.00%,25.70%,gbpusd,1.3827,1.4234,1.3800,1.4209
united kingdom,2021-06-01,63.90,62.40,-9.00,0.10%,2.50%,2.30%,4.80%,25.70%,gbpusd,1.4213,1.4250,1.3786,1.3827
united kingdom,2021-07-01,60.40,59.60,-7.00,0.10%,2.00%,1.80%,4.70%,9.50%,gbpusd,1.3829,1.3985,1.3571,1.3901
united kingdom,2021-08-01,60.30,55.00,-8.00,0.10%,3.20%,3.10%,4.60%,9.50%,gbpusd,1.3901,1.3958,1.3601,1.3754
united kingdom,2021-09-01,57.10,55.40,-13.00,0.10%,3.10%,2.90%,4.40%,9.50%,gbpusd,1.3753,1.3914,1.3412,1.3472
united kingdom,2021-10-01,57.80,59.10,-17.00,0.10%,4.20%,3.40%,4.30%,9.70%,gbpusd,1.3472,1.3836,1.3434,1.3691
united kingdom,2021-11-01,58.10,58.50,-14.00,0.10%,5.10%,4.00%,4.20%,9.70%,gbpusd,1.3683,1.3699,1.3195,1.3295
united kingdom,2021-12-01,57.90,53.60,-15.00,0.10%,5.40%,4.20%,4.20%,9.70%,gbpusd,1.3299,1.3551,1.3167,1.3529
united kingdom,2022-01-01,57.30,54.10,-19.00,0.25%,5.50%,4.40%,4.10%,11.40%,gbpusd,1.3531,1.3750,1.3357,1.3445
united kingdom,2022-02-01,58.00,60.50,-26.00,0.25%,6.20%,5.20%,4.00%,11.40%,gbpusd,1.3447,1.3645,1.3271,1.3419
united kingdom,2022-03-01,55.20,62.60,-31.00,0.50%,7.00%,5.70%,3.90%,11.40%,gbpusd,1.3421,1.3439,1.2999,1.3133
united kingdom,2022-04-01,55.80,58.90,-38.00,0.75%,9.00%,6.20%,4.00%,3.90%,gbpusd,1.3136,1.3168,1.2410,1.2571
united kingdom,2022-05-01,54.60,53.40,-40.00,0.75%,9.10%,5.90%,3.90%,3.90%,gbpusd,1.2587,1.2667,1.2155,1.2600
united kingdom,2022-06-01,52.80,54.30,-41.00,1.00%,9.40%,5.80%,3.90%,3.90%,gbpusd,1.2604,1.2618,1.1933,1.2175
united kingdom,2022-07-01,52.10,52.60,-41.00,1.25%,10.10%,6.20%,3.70%,2.10%,gbpusd,1.2177,1.2247,1.1759,1.2166
united kingdom,2022-08-01,47.30,50.90,-44.00,1.25%,9.90%,6.30%,3.60%,2.10%,gbpusd,1.2165,1.2294,1.1598,1.1622
united kingdom,2022-09-01,48.40,50.00,-49.00,1.75%,10.10%,6.50%,3.80%,2.10%,gbpusd,1.1623,1.1740,1.0384,1.1160
united kingdom,2022-10-01,46.20,48.80,-47.00,2.25%,11.10%,6.50%,3.90%,0.60%,gbpusd,1.1161,1.1647,1.0924,1.1469
united kingdom,2022-11-01,46.50,48.80,-44.00,2.25%,10.70%,6.30%,3.80%,0.60%,gbpusd,1.1471,1.2155,1.1148,1.2056
united kingdom,2022-12-01,45.30,49.90,-42.00,2.25%,10.50%,6.30%,3.90%,0.60%,gbpusd,1.2056,1.2448,1.1992,1.2097
united kingdom,2023-01-01,47.00,48.70,-45.00,3.00%,10.10%,5.80%,3.80%,0.30%,gbpusd,1.2098,1.2450,1.1840,1.2320
united kingdom,2023-02-01,49.30,53.50,-38.00,3.50%,10.40%,6.20%,3.90%,0.30%,gbpusd,1.2319,1.2401,1.1914,1.2020
united kingdom,2023-03-01,47.90,52.90,-36.00,3.50%,10.10%,6.20%,4.00%,0.30%,gbpusd,1.2021,1.2424,1.1803,1.2333
united kingdom,2023-04-01,47.80,55.90,-30.00,4.00%,8.70%,6.80%,3.90%,0.20%,gbpusd,1.2329,1.2585,1.2274,1.2572
united kingdom,2023-05-01,47.10,55.20,-27.00,4.25%,8.70%,7.10%,4.00%,0.20%,gbpusd,1.2566,1.2680,1.2307,1.2437
united kingdom,2023-06-01,46.50,53.70,-24.00,4.25%,7.90%,6.90%,4.20%,0.20%,gbpusd,1.2440,1.2850,1.2368,1.2704
united kingdom,2023-07-01,45.30,51.50,-30.00,4.50%,6.80%,6.90%,4.30%,0.20%,gbpusd,1.2687,1.3146,1.2658,1.2837
united kingdom,2023-08-01,43.00,49.50,-25.00,5.00%,6.70%,6.20%,4.20%,0.20%,gbpusd,1.2838,1.2843,1.2548,1.2673
united kingdom,2023-09-01,44.30,49.50,-21.00,5.25%,6.70%,6.10%,4.10%,0.20%,gbpusd,1.2674,1.2714,1.2110,1.2197
united kingdom,2023-10-01,44.80,49.30,-30.00,5.25%,4.60%,5.70%,4.00%,-0.20%,gbpusd,1.2201,1.2339,1.2036,1.2152
united kingdom,2023-11-01,47.20,49.50,-24.00,5.25%,3.90%,5.10%,3.90%,-0.20%,gbpusd,1.2155,1.2735,1.2095,1.2622
united kingdom,2023-12-01,46.20,50.90,-22.00,5.25%,4.00%,5.10%,3.80%,-0.20%,gbpusd,1.2623,1.2829,1.2499,1.2729
united states,2020-01-01,51.10,56.00,99.80,1.75%,2.50%,2.30%,3.60%,1.20%,dxy,96.50,98.19,96.39,97.39
united states,2020-02-01,50.30,57.50,101.00,1.75%,2.30%,2.40%,3.50%,1.20%,dxy,97.37,99.91,97.37,98.13
united states,2020-03-01,49.70,52.90,89.10,1.25%,1.50%,2.10%,4.40%,1.20%,dxy,98.12,102.99,94.65,99.05
united states,2020-04-01,41.70,41.70,71.80,0.25%,0.30%,1.40%,14.90%,-7.50%,dxy,99.01,100.93,98.81,99.02
united states,2020-05-01,43.10,45.40,72.30,0.25%,0.10%,1.20%,13.30%,-7.50%,dxy,99.13,100.56,97.94,98.34
united states,2020-06-01,52.20,57.30,78.10,0.25%,0.60%,1.20%,11.00%,-7.50%,dxy,98.30,98.32,95.72,97.39
united states,2020-07-01,53.70,56.70,72.50,0.25%,1.00%,1.60%,10.20%,-1.50%,dxy,97.39,97.62,92.55,93.35
united states,2020-08-01,55.60,57.10,74.10,0.25%,1.30%,1.70%,8.40%,-1.50%,dxy,93.46,93.99,91.99,92.14
united states,2020-09-01,55.70,57.10,80.40,0.25%,1.40%,1.70%,7.80%,-1.50%,dxy,92.18,94.74,91.75,93.89
